type_of_order,order_no,account_no,sec_symbol,trading_datetime,trading_unit,trading_price,trading_amt
BUY,ORD20250703201044851159_2773,ACC161,CPALL,2025-06-11 11:03:14,300,50.7,15210.0
SELL,ORD20250703201044850964_4542,ACC075,MINT,2025-06-11 11:03:59,6800,30.69,208692.0
BUY,ORD20250703201044849930_1500,ACC021,GULF,2025-06-11 11:05:32,3200,40.21,128672.0
BUY,ORD20250703201044849891_9853,ACC177,INTUCH,2025-06-11 11:05:35,6300,78.82,496566.0
BUY,ORD20250703201044850303_7663,ACC092,TRUE,2025-06-11 11:06:21,500,6.21,3105.0
BUY,ORD20250703201044851126_2946,ACC076,SCC,2025-06-11 11:08:02,4800,263.59,1265232.0
SELL,ORD20250703201044850327_5177,ACC192,DELTA,2025-06-11 11:09:12,3300,92.57,305481.0
SELL,ORD20250703201044851120_7140,ACC076,SCC,2025-06-11 11:11:30,900,277.62,249858.0
BUY,ORD20250703201044851329_2282,ACC001,DELTA,2025-06-11 11:12:23,3500,86.88,304080.0
SELL,ORD20250703201044850814_8720,ACC007,CPALL,2025-06-11 11:12:38,100,57.56,5756.0
SELL,ORD20250703201044850809_1051,ACC007,KTB,2025-06-11 11:12:48,300,18.64,5592.0
BUY,ORD20250703201044850373_5276,ACC067,CPALL,2025-06-11 11:16:57,5400,54.34,293436.0
BUY,ORD20250703201044850126_6596,ACC032,MINT,2025-06-11 11:18:05,5400,31.64,170856.0
BUY,ORD20250703201044850193_2577,ACC131,TISCO,2025-06-11 11:23:42,6700,98.4,659280.0
BUY,ORD20250703201044849795_5467,ACC133,SCB,2025-06-11 11:24:05,3300,120.71,398343.0
BUY,ORD20250703201044851188_2639,ACC157,TISCO,2025-06-11 11:31:41,1500,99.14,148710.0
SELL,ORD20250703201044850979_5545,ACC135,INTUCH,2025-06-11 11:34:10,200,71.89,14378.0
SELL,ORD20250703201044850032_4955,ACC155,CRC,2025-06-11 11:34:25,200,31.67,6334.0
BUY,ORD20250703201044850382_1956,ACC030,CRC,2025-06-11 11:35:04,1200,37.33,44796.0
BUY,ORD20250703201044849814_9916,ACC061,TISCO,2025-06-11 11:36:43,9500,93.04,883880.0
BUY,ORD20250703201044851235_8405,ACC090,CRC,2025-06-11 11:36:45,4700,33.43,157121.0
BUY,ORD20250703201044850974_3307,ACC075,OSP,2025-06-11 11:37:28,7200,24.2,174240.0
BUY,ORD20250703201044850885_2380,ACC130,KTC,2025-06-11 11:40:27,2500,48.29,120725.0
BUY,ORD20250703201044849780_8766,ACC115,GULF,2025-06-11 11:43:52,4800,49.63,238224.0
SELL,ORD20250703201044850085_1544,ACC046,MINT,2025-06-11 11:45:27,400,30.78,12312.0
SELL,ORD20250703201044850925_4735,ACC065,KTB,2025-06-11 11:45:49,100,17.94,1794.0
BUY,ORD20250703201044850786_4905,ACC138,KTB,2025-06-11 11:45:58,5500,17.12,94160.0
SELL,ORD20250703201044850903_5880,ACC124,PTT,2025-06-11 11:46:20,3600,36.17,130212.0
BUY,ORD20250703201044850951_4570,ACC064,GULF,2025-06-11 11:48:23,6600,46.27,305382.0
BUY,ORD20250703201044850409_5332,ACC040,TRUE,2025-06-11 11:49:00,4400,5.62,24728.0
BUY,ORD20250703201044850061_5993,ACC153,TISCO,2025-06-11 11:53:59,1500,91.33,136995.0
SELL,ORD20250703201044851177_3849,ACC013,TOP,2025-06-11 11:55:37,3400,55.55,188870.0
BUY,ORD20250703201044850218_6643,ACC087,KTC,2025-06-11 11:55:50,1600,48.7,77920.0
SELL,ORD20250703201044851278_1431,ACC139,ADVANC,2025-06-11 11:56:34,3600,216.54,779544.0
BUY,ORD20250703201044850224_7714,ACC170,ADVANC,2025-06-11 11:57:49,6100,208.52,1271972.0
BUY,ORD20250703201044850652_3362,ACC187,KTC,2025-06-11 11:59:04,5100,52.74,268974.0
BUY,ORD20250703201044850369_7321,ACC067,SCC,2025-06-11 12:01:05,8100,259.24,2099844.0
BUY,ORD20250703201044850476_9150,ACC132,TISCO,2025-06-11 12:01:37,6600,93.28,615648.0
SELL,ORD20250703201044851070_3311,ACC037,KBANK,2025-06-11 12:01:55,3300,131.52,434016.0
BUY,ORD20250703201044849942_4564,ACC021,KTB,2025-06-11 12:08:35,7500,18.94,142050.0
BUY,ORD20250703201044850946_5487,ACC029,BBL,2025-06-11 12:08:37,4100,140.85,577485.0
BUY,ORD20250703201044851075_5208,ACC037,ADVANC,2025-06-11 12:10:31,200,227.0,45400.0
BUY,ORD20250703201044849786_4780,ACC133,SCB,2025-06-11 12:11:16,7300,125.83,918559.0
BUY,ORD20250703201044850616_5313,ACC054,CRC,2025-06-11 12:14:53,1400,34.25,47950.0
BUY,ORD20250703201044851198_1359,ACC027,TRUE,2025-06-11 12:14:57,6300,5.56,35028.0
BUY,ORD20250703201044851293_1901,ACC098,BDMS,2025-06-11 12:15:37,8000,26.35,210800.0
BUY,ORD20250703201044851344_8754,ACC147,SCB,2025-06-11 12:16:25,500,119.1,59550.0
BUY,ORD20250703201044850210_8566,ACC087,OSP,2025-06-11 12:18:59,5100,22.65,115515.0
SELL,ORD20250703201044851038_2031,ACC141,ADVANC,2025-06-11 12:21:52,1500,226.69,340035.0
SELL,ORD20250703201044850525_3568,ACC113,TRUE,2025-06-11 12:27:27,2800,5.08,14224.0
BUY,ORD20250703201044849872_2734,ACC049,BBL,2025-06-11 12:29:25,8000,144.57,1156560.0
BUY,ORD20250703201044851051_6612,ACC172,TOP,2025-06-11 12:29:59,5300,52.15,276395.0
BUY,ORD20250703201044850678_4913,ACC005,TISCO,2025-06-11 12:30:18,9700,98.62,956614.0
SELL,ORD20250703201044850332_9065,ACC107,KTB,2025-06-11 12:32:46,3900,17.06,66534.0
BUY,ORD20250703201044849809_6816,ACC061,SCB,2025-06-11 12:34:25,4600,117.4,540040.0
SELL,ORD20250703201044851285_1251,ACC098,GULF,2025-06-11 12:35:43,200,44.95,8990.0
SELL,ORD20250703201044850955_3783,ACC057,KBANK,2025-06-11 12:36:48,700,144.54,101178.0
BUY,ORD20250703201044850339_9580,ACC107,ADVANC,2025-06-11 12:39:00,1100,220.84,242924.0
BUY,ORD20250703201044851252_4175,ACC090,SCC,2025-06-11 12:41:07,5300,250.78,1329134.0
BUY,ORD20250703201044849790_5470,ACC133,MINT,2025-06-11 12:41:55,2200,33.09,72798.0
BUY,ORD20250703201044851301_1771,ACC128,KBANK,2025-06-11 12:47:12,7200,135.13,972936.0
BUY,ORD20250703201044851005_5192,ACC050,TISCO,2025-06-11 12:48:00,7200,98.25,707400.0
BUY,ORD20250703201044851321_2426,ACC001,BDMS,2025-06-11 12:48:02,4600,28.89,132894.0
BUY,ORD20250703201044851057_3525,ACC172,AOT,2025-06-11 12:49:14,9100,65.16,592956.0
BUY,ORD20250703201044850794_8054,ACC066,KTB,2025-06-11 12:50:03,8300,17.2,142760.0
BUY,ORD20250703201044851015_5309,ACC174,SCC,2025-06-11 12:51:35,6600,252.01,1663266.0
SELL,ORD20250703201044850564_3515,ACC055,PTT,2025-06-11 12:54:41,7600,37.18,282568.0
BUY,ORD20250703201044851258_3345,ACC041,SCC,2025-06-11 12:57:42,8800,256.92,2260896.0
BUY,ORD20250703201044850733_7623,ACC182,SCC,2025-06-11 12:59:18,10000,273.49,2734900.0
BUY,ORD20250703201044850781_2165,ACC138,KBANK,2025-06-11 12:59:54,3400,130.34,443156.0
BUY,ORD20250703201044849880_5178,ACC049,OSP,2025-06-11 13:00:24,7400,24.66,182484.0
BUY,ORD20250703201044851338_4693,ACC001,KTB,2025-06-11 13:03:17,9100,17.6,160160.0
BUY,ORD20250703201044850184_3454,ACC070,TRUE,2025-06-11 13:05:25,6300,6.09,38367.0
BUY,ORD20250703201044849770_3794,ACC042,SCC,2025-06-11 13:06:24,4400,263.13,1157772.0
SELL,ORD20250703201044850048_3690,ACC178,GULF,2025-06-11 13:08:28,100,47.31,4731.0
BUY,ORD20250703201044850456_5126,ACC112,TOP,2025-06-11 13:09:08,3300,52.99,174867.0
BUY,ORD20250703201044850037_3239,ACC022,KTC,2025-06-11 13:10:08,7000,49.19,344330.0
BUY,ORD20250703201044851107_2412,ACC116,DELTA,2025-06-11 13:11:30,4400,81.75,359700.0
SELL,ORD20250703201044850294_6375,ACC119,SCB,2025-06-11 13:12:17,2500,128.09,320225.0
SELL,ORD20250703201044850920_9087,ACC136,BBL,2025-06-11 13:13:07,14900,136.15,2028635.0
BUY,ORD20250703201044850171_6823,ACC168,SCC,2025-06-11 13:13:40,5000,268.76,1343800.0
SELL,ORD20250703201044849964_1295,ACC086,BDMS,2025-06-11 13:14:16,2100,29.51,61971.0
BUY,ORD20250703201044850631_3282,ACC054,DELTA,2025-06-11 13:14:25,700,84.66,59262.0
BUY,ORD20250703201044851091_4057,ACC063,BDMS,2025-06-11 13:19:09,5100,29.28,149328.0
BUY,ORD20250703201044850460_3151,ACC112,KTC,2025-06-11 13:20:29,2700,53.77,145179.0
SELL,ORD20250703201044850700_9104,ACC184,TOP,2025-06-11 13:20:56,4900,56.46,276654.0
SELL,ORD20250703201044851034_7012,ACC141,BBL,2025-06-11 13:22:03,3900,131.86,514254.0
BUY,ORD20250703201044850166_6505,ACC168,ADVANC,2025-06-11 13:22:25,2500,209.92,524800.0
SELL,ORD20250703201044851154_5504,ACC161,KTB,2025-06-11 13:25:59,200,17.95,3590.0
SELL,ORD20250703201044849755_1022,ACC082,ADVANC,2025-06-11 13:26:04,100,203.63,20363.0
BUY,ORD20250703201044850378_3414,ACC067,TISCO,2025-06-11 13:26:12,5900,97.94,577846.0
SELL,ORD20250703201044851061_6688,ACC172,BBL,2025-06-11 13:26:26,3000,133.66,400980.0
BUY,ORD20250703201044849737_7925,ACC171,BDMS,2025-06-11 13:28:29,3400,27.31,92854.0
BUY,ORD20250703201044850214_8504,ACC087,TISCO,2025-06-11 13:30:36,6500,94.75,615875.0
BUY,ORD20250703201044851349_7798,ACC137,DELTA,2025-06-11 13:32:17,2500,93.23,233075.0
SELL,ORD20250703201044850175_1883,ACC070,CPALL,2025-06-11 13:32:27,2900,58.29,169041.0
BUY,ORD20250703201044850936_8340,ACC065,MINT,2025-06-11 13:34:18,3400,30.93,105162.0
BUY,ORD20250703201044851173_1742,ACC013,GULF,2025-06-11 13:35:20,5900,40.66,239894.0
SELL,ORD20250703201044850507_9412,ACC146,ADVANC,2025-06-11 13:35:30,500,224.14,112070.0
BUY,ORD20250703201044849827_2831,ACC194,KBANK,2025-06-11 13:37:34,9500,137.19,1303305.0
BUY,ORD20250703201044850713_3989,ACC184,PTT,2025-06-11 13:38:31,7100,32.99,234229.0
BUY,ORD20250703201044850799_7594,ACC007,MINT,2025-06-11 13:40:54,500,30.12,15060.0
SELL,ORD20250703201044850356_1812,ACC181,CRC,2025-06-11 13:41:07,500,37.74,18870.0
BUY,ORD20250703201044850413_4666,ACC040,CPALL,2025-06-11 13:42:28,4700,53.49,251403.0
SELL,ORD20250703201044851142_4890,ACC020,BDMS,2025-06-11 13:43:25,100,25.01,2501.0
BUY,ORD20250703201044850805_6539,ACC007,TISCO,2025-06-11 13:49:48,8400,91.37,767508.0
SELL,ORD20250703201044850237_6300,ACC170,TISCO,2025-06-11 13:50:53,200,98.53,19706.0
BUY,ORD20250703201044850281_7692,ACC085,BDMS,2025-06-11 13:52:03,8100,27.28,220968.0
SELL,ORD20250703201044849746_4219,ACC171,BDMS,2025-06-11 13:54:14,2700,26.26,70902.0
BUY,ORD20250703201044850422_8684,ACC040,CRC,2025-06-11 13:56:01,2500,36.06,90150.0
SELL,ORD20250703201044851116_4203,ACC076,AOT,2025-06-11 13:56:33,1000,60.57,60570.0
BUY,ORD20250703201044850015_6218,ACC056,MINT,2025-06-11 13:58:43,6400,33.12,211968.0
SELL,ORD20250703201044850607_6932,ACC193,TRUE,2025-06-11 14:00:57,1000,6.39,6390.0
BUY,ORD20250703201044851212_4743,ACC017,DELTA,2025-06-11 14:01:29,9000,90.59,815310.0
BUY,ORD20250703201044850105_8924,ACC180,BBL,2025-06-11 14:06:25,4900,132.11,647339.0
BUY,ORD20250703201044850992_6777,ACC062,INTUCH,2025-06-11 14:07:06,6600,74.85,494010.0
BUY,ORD20250703201044850569_8427,ACC055,AOT,2025-06-11 14:09:51,2900,60.62,175798.0
BUY,ORD20250703201044850308_1855,ACC092,KTC,2025-06-11 14:10:36,7400,45.02,333148.0
BUY,ORD20250703201044851009_9368,ACC174,PTT,2025-06-11 14:11:08,200,32.88,6576.0
SELL,ORD20250703201044850122_9793,ACC032,TISCO,2025-06-11 14:13:54,600,99.7,59820.0
SELL,ORD20250703201044850321_6809,ACC140,TOP,2025-06-11 14:13:55,4700,54.36,255492.0
SELL,ORD20250703201044850674_8023,ACC005,BBL,2025-06-11 14:14:13,4900,137.0,671300.0
SELL,ORD20250703201044849900_9183,ACC177,KBANK,2025-06-11 14:14:29,400,134.02,53608.0
BUY,ORD20250703201044850723_2953,ACC081,DELTA,2025-06-11 14:15:54,6100,88.93,542473.0
BUY,ORD20250703201044850118_8326,ACC032,TRUE,2025-06-11 14:16:14,1200,6.55,7860.0
BUY,ORD20250703201044850253_8305,ACC088,BBL,2025-06-11 14:22:05,6000,141.86,851160.0
BUY,ORD20250703201044849764_7918,ACC042,DELTA,2025-06-11 14:22:13,1300,84.45,109785.0
SELL,ORD20250703201044850911_6403,ACC136,INTUCH,2025-06-11 14:26:52,500,78.58,39290.0
BUY,ORD20250703201044849887_3700,ACC177,SCC,2025-06-11 14:27:29,1300,267.91,348283.0
BUY,ORD20250703201044850109_2063,ACC180,GULF,2025-06-11 14:31:28,4400,48.93,215292.0
SELL,ORD20250703201044850471_1395,ACC132,AOT,2025-06-11 14:32:57,9400,60.43,568042.0
SELL,ORD20250703201044849838_8621,ACC111,KBANK,2025-06-11 14:36:31,2900,149.47,433463.0
BUY,ORD20250703201044850877_6252,ACC130,ADVANC,2025-06-11 14:38:13,4000,207.02,828080.0
SELL,ORD20250703201044850728_1882,ACC182,BBL,2025-06-11 14:38:14,2200,138.03,303666.0
BUY,ORD20250703201044850502_1663,ACC152,INTUCH,2025-06-11 14:39:13,1600,74.04,118464.0
SELL,ORD20250703201044850439_1798,ACC091,KTB,2025-06-11 14:39:31,2300,19.1,43930.0
BUY,ORD20250703201044851111_5448,ACC044,CRC,2025-06-11 14:42:17,5100,36.67,187017.0
BUY,ORD20250703201044849977_8514,ACC149,ADVANC,2025-06-11 14:43:23,7200,204.36,1471392.0
BUY,ORD20250703201044850767_3524,ACC026,ADVANC,2025-06-11 14:44:21,9100,214.92,1955772.0
BUY,ORD20250703201044850894_2575,ACC130,BDMS,2025-06-11 14:46:02,900,28.47,25623.0
BUY,ORD20250703201044851085_8885,ACC063,TRUE,2025-06-11 14:46:02,5200,6.42,33384.0
BUY,ORD20250703201044850741_7323,ACC182,KBANK,2025-06-11 14:46:46,4800,138.85,666480.0
BUY,ORD20250703201044850704_2620,ACC184,CRC,2025-06-11 14:46:50,3900,37.64,146796.0
BUY,ORD20250703201044849968_6242,ACC086,ADVANC,2025-06-11 14:47:06,5200,228.17,1186484.0
SELL,ORD20250703201044850756_3413,ACC058,KBANK,2025-06-11 14:47:08,8700,144.2,1254540.0
BUY,ORD20250703201044849947_9670,ACC093,SCC,2025-06-11 14:47:22,200,261.46,52292.0
BUY,ORD20250703201044850365_7547,ACC067,AOT,2025-06-11 14:47:41,2900,71.12,206248.0
BUY,ORD20250703201044850575_7904,ACC055,CPALL,2025-06-11 14:52:42,9900,57.04,564696.0
BUY,ORD20250703201044850857_1855,ACC019,KTB,2025-06-11 14:56:21,3300,19.55,64515.0
SELL,ORD20250703201044850002_3097,ACC188,KBANK,2025-06-11 14:57:40,1700,135.68,230656.0
SELL,ORD20250703201044850970_6172,ACC075,PTT,2025-06-11 14:58:58,100,36.14,3614.0
SELL,ORD20250703201044850872_6734,ACC014,AOT,2025-06-11 14:59:10,500,72.22,36110.0
SELL,ORD20250703201044849895_3333,ACC177,TOP,2025-06-11 14:59:30,2900,55.04,159616.0
BUY,ORD20250703201044850249_6402,ACC088,BDMS,2025-06-11 14:59:38,400,25.33,10132.0
BUY,ORD20250703201044850489_7125,ACC179,KTB,2025-06-11 15:00:32,7200,18.2,131040.0
SELL,ORD20250703201044850090_2426,ACC012,SCC,2025-06-11 15:02:34,800,273.27,218616.0
BUY,ORD20250703201044850863_6308,ACC014,GULF,2025-06-11 15:03:24,7300,43.87,320251.0
SELL,ORD20250703201044850696_1196,ACC184,KBANK,2025-06-11 15:08:27,600,133.57,80142.0
BUY,ORD20250703201044849906_1167,ACC145,BBL,2025-06-11 15:09:19,2200,131.25,288750.0
BUY,ORD20250703201044850158_2398,ACC143,SCC,2025-06-11 15:11:19,9700,271.81,2636557.0
SELL,ORD20250703201044851207_4654,ACC017,CPALL,2025-06-11 15:14:23,300,51.66,15498.0
BUY,ORD20250703201044850846_5165,ACC117,PTT,2025-06-11 15:17:40,2900,32.71,94859.0
BUY,ORD20250703201044850180_3178,ACC070,DELTA,2025-06-11 15:18:49,5500,83.91,461505.0
BUY,ORD20250703201044850262_1333,ACC186,DELTA,2025-06-11 15:20:53,4200,86.23,362166.0
BUY,ORD20250703201044850824_1356,ACC069,INTUCH,2025-06-11 15:24:35,4000,77.3,309200.0
SELL,ORD20250703201044850868_5683,ACC014,OSP,2025-06-11 15:25:48,700,20.11,14077.0
BUY,ORD20250703201044849750_6365,ACC082,TISCO,2025-06-11 15:27:33,3600,97.23,350028.0
BUY,ORD20250703201044850718_5711,ACC081,GULF,2025-06-11 15:27:44,9000,46.89,422010.0
SELL,ORD20250703201044850554_1791,ACC009,PTT,2025-06-11 15:27:50,800,30.72,24576.0
BUY,ORD20250703201044851203_2829,ACC027,BDMS,2025-06-11 15:29:12,3900,25.94,101166.0
BUY,ORD20250703201044851079_7772,ACC037,INTUCH,2025-06-11 15:34:19,6700,71.7,480390.0
BUY,ORD20250703201044849919_4308,ACC015,TRUE,2025-06-11 15:34:46,5500,5.44,29920.0
BUY,ORD20250703201044850257_6942,ACC088,AOT,2025-06-11 15:36:24,2700,71.33,192591.0
BUY,ORD20250703201044851042_6608,ACC141,GULF,2025-06-11 15:39:43,1000,45.08,45080.0
BUY,ORD20250703201044850467_8613,ACC071,BDMS,2025-06-11 15:40:28,1600,25.35,40560.0
BUY,ORD20250703201044850312_6395,ACC140,KTB,2025-06-11 15:42:19,9600,19.43,186528.0
BUY,ORD20250703201044850428_5424,ACC159,CPALL,2025-06-11 15:44:35,9600,55.04,528384.0
SELL,ORD20250703201044850691_8994,ACC134,INTUCH,2025-06-11 15:49:53,4900,77.84,381416.0
BUY,ORD20250703201044850687_1235,ACC005,TRUE,2025-06-11 15:49:57,2900,5.39,15631.0
SELL,ORD20250703201044849775_1291,ACC053,BDMS,2025-06-11 15:51:43,100,27.69,2769.0
BUY,ORD20250703201044850072_6397,ACC046,MINT,2025-06-11 15:52:03,4300,30.91,132913.0
BUY,ORD20250703201044850538_2547,ACC099,SCC,2025-06-11 15:56:49,2700,252.91,682857.0
BUY,ORD20250703201044850197_3075,ACC131,CRC,2025-06-11 15:57:29,6700,32.43,217281.0
BUY,ORD20250703201044851239_1612,ACC090,CPALL,2025-06-11 16:00:41,4300,52.95,227685.0
SELL,ORD20250703201044849876_2884,ACC049,CRC,2025-06-11 16:00:47,7800,31.55,246090.0
BUY,ORD20250703201044851248_2502,ACC090,SCC,2025-06-11 16:01:26,4600,257.74,1185604.0
SELL,ORD20250703201044850077_6030,ACC046,DELTA,2025-06-11 16:02:15,700,87.27,61089.0
SELL,ORD20250703201044850028_1910,ACC155,TISCO,2025-06-11 16:02:21,7400,94.47,699078.0
BUY,ORD20250703201044850790_4067,ACC066,DELTA,2025-06-11 16:02:46,100,80.11,8011.0
SELL,ORD20250703201044850154_9368,ACC143,KTB,2025-06-11 16:02:59,2300,17.28,39744.0
BUY,ORD20250703201044849833_6600,ACC111,GULF,2025-06-11 16:06:24,7400,45.95,340030.0
BUY,ORD20250703201044850352_7045,ACC181,INTUCH,2025-06-11 16:08:14,1800,79.18,142524.0
SELL,ORD20250703201044850188_4650,ACC131,CPALL,2025-06-11 16:09:20,1800,53.79,96822.0
BUY,ORD20250703201044849865_1547,ACC048,KBANK,2025-06-11 16:11:33,2500,131.54,328850.0
SELL,ORD20250703201044850842_1959,ACC117,AOT,2025-06-11 16:16:05,400,65.8,26320.0
SELL,ORD20250703201044850135_6495,ACC032,PTT,2025-06-11 16:18:46,100,31.78,3178.0
BUY,ORD20250703201044851314_6802,ACC079,SCC,2025-06-11 16:19:17,3800,253.42,962996.0
BUY,ORD20250703201044851334_1210,ACC001,CPALL,2025-06-11 16:20:19,3900,53.4,208260.0
BUY,ORD20250703201044850361_7884,ACC067,SCC,2025-06-11 16:20:56,400,254.06,101624.0
SELL,ORD20250703201044851168_8721,ACC013,GULF,2025-06-11 16:20:57,5700,41.48,236436.0
BUY,ORD20250703201044849911_7371,ACC015,OSP,2025-06-11 16:21:30,8100,22.1,179010.0
BUY,ORD20250703201044851244_6329,ACC090,TOP,2025-06-11 16:22:10,8600,52.81,454166.0
SELL,ORD20250703201044850625_2021,ACC054,SCB,2025-06-11 16:28:48,800,117.26,93808.0
BUY,ORD20250703201044849959_9147,ACC093,TISCO,2025-06-11 16:29:18,1100,98.5,108350.0
SELL,ORD20250703201044850737_6266,ACC182,TISCO,2025-06-11 16:32:40,2300,99.36,228528.0
BUY,ORD20250703201044850299_3185,ACC119,SCC,2025-06-11 16:34:34,1800,251.74,453132.0
SELL,ORD20250703201044850396_5458,ACC176,DELTA,2025-06-11 16:34:35,300,90.01,27003.0
BUY,ORD20250703201044849991_4216,ACC103,BBL,2025-06-11 16:35:05,6800,147.96,1006128.0
BUY,ORD20250703201044849955_9048,ACC093,SCB,2025-06-11 16:35:10,1700,115.16,195772.0
BUY,ORD20250703201044850899_3949,ACC124,KBANK,2025-06-11 16:36:03,2500,143.45,358625.0
BUY,ORD20250703201044850447_4270,ACC059,KTB,2025-06-11 16:38:57,5500,17.52,96360.0
BUY,ORD20250703201044851150_1777,ACC034,TISCO,2025-06-11 16:42:53,1100,97.13,106843.0
BUY,ORD20250703201044850402_8471,ACC176,TISCO,2025-06-11 16:43:10,9300,92.35,858855.0
SELL,ORD20250703201044850752_2118,ACC058,BDMS,2025-06-11 16:44:19,4000,28.08,112320.0
BUY,ORD20250703201044851270_2154,ACC139,GULF,2025-06-11 16:45:35,1000,45.2,45200.0
BUY,ORD20250703201044849760_2732,ACC042,KTC,2025-06-11 16:46:48,4600,52.92,243432.0
SELL,ORD20250703201044850534_9299,ACC099,KTB,2025-06-11 16:47:13,500,18.73,9365.0
BUY,ORD20250703201044850347_6626,ACC107,KBANK,2025-06-11 16:47:14,5600,145.11,812616.0
BUY,ORD20250703201044849861_8743,ACC048,KBANK,2025-06-11 16:49:06,7600,136.27,1035652.0
SELL,ORD20250703201044850022_8293,ACC155,OSP,2025-06-11 16:49:15,100,20.18,2018.0
BUY,ORD20250703201044850233_8147,ACC170,SCC,2025-06-11 16:55:44,100,253.5,25350.0
SELL,ORD20250703201044850988_7951,ACC062,PTT,2025-06-11 16:56:25,100,37.12,3712.0
SELL,ORD20250703201044851231_2868,ACC175,ADVANC,2025-06-11 16:57:53,10400,225.47,2344888.0
BUY,ORD20250703201044851163_8845,ACC077,SCC,2025-06-11 16:59:27,6400,257.92,1650688.0
SELL,ORD20250703201044850545_4492,ACC099,KTC,2025-06-11 16:59:55,4100,46.21,189461.0
BUY,ORD20250703201044852544_6930,ACC033,AOT,2025-06-12 09:00:42,800,67.2,53760.0
SELL,ORD20250703201044852718_7600,ACC125,DELTA,2025-06-12 09:01:53,800,81.64,65312.0
BUY,ORD20250703201044852553_9967,ACC014,GULF,2025-06-12 09:03:21,5100,46.43,236793.0
BUY,ORD20250703201044852292_7590,ACC007,BBL,2025-06-12 09:03:26,300,148.91,44673.0
BUY,ORD20250703201044852392_3490,ACC046,INTUCH,2025-06-12 09:05:01,9200,78.35,720820.0
BUY,ORD20250703201044851420_7355,ACC141,DELTA,2025-06-12 09:05:47,7000,82.77,579390.0
BUY,ORD20250703201044852466_7127,ACC071,AOT,2025-06-12 09:05:58,500,69.94,34970.0
BUY,ORD20250703201044851398_9097,ACC096,KBANK,2025-06-12 09:07:02,4000,149.06,596240.0
BUY,ORD20250703201044852826_7383,ACC148,BDMS,2025-06-12 09:11:15,6200,25.24,156488.0
BUY,ORD20250703201044852341_9141,ACC121,AOT,2025-06-12 09:16:56,5300,72.32,383296.0
SELL,ORD20250703201044852016_3412,ACC147,TRUE,2025-06-12 09:18:45,5500,5.23,28765.0
SELL,ORD20250703201044851739_3694,ACC197,ADVANC,2025-06-12 09:19:35,600,208.91,125346.0
SELL,ORD20250703201044852059_3625,ACC058,SCC,2025-06-12 09:24:05,5300,255.84,1355952.0
BUY,ORD20250703201044852835_1497,ACC130,CRC,2025-06-12 09:30:24,9400,30.14,283316.0
BUY,ORD20250703201044852931_4152,ACC164,ADVANC,2025-06-12 09:33:57,5400,228.27,1232658.0
BUY,ORD20250703201044851697_8558,ACC001,AOT,2025-06-12 09:34:32,9700,71.77,696169.0
BUY,ORD20250703201044851576_5662,ACC112,KTC,2025-06-12 09:35:10,1000,53.24,53240.0
BUY,ORD20250703201044851706_5147,ACC019,SCB,2025-06-12 09:35:58,9300,120.88,1124184.0
BUY,ORD20250703201044851632_7137,ACC102,KBANK,2025-06-12 09:36:28,4200,140.45,589890.0
BUY,ORD20250703201044852189_9134,ACC113,TRUE,2025-06-12 09:37:06,7100,5.35,37985.0
BUY,ORD20250703201044852310_7720,ACC038,OSP,2025-06-12 09:39:21,9200,24.99,229908.0
SELL,ORD20250703201044852910_3986,ACC115,GULF,2025-06-12 09:42:46,1700,44.02,74834.0
SELL,ORD20250703201044851464_2797,ACC107,KBANK,2025-06-12 09:42:50,9000,136.45,1228050.0
SELL,ORD20250703201044852408_4163,ACC169,MINT,2025-06-12 09:43:29,1600,31.45,50320.0
SELL,ORD20250703201044852859_9175,ACC025,MINT,2025-06-12 09:45:37,1100,34.25,37675.0
SELL,ORD20250703201044852033_7272,ACC036,CPALL,2025-06-12 09:46:36,7800,58.99,460122.0
SELL,ORD20250703201044851973_2548,ACC015,DELTA,2025-06-12 09:46:39,5400,93.89,507006.0
BUY,ORD20250703201044851609_5537,ACC048,CPALL,2025-06-12 09:46:59,6900,57.23,394887.0
SELL,ORD20250703201044851689_1925,ACC181,SCC,2025-06-12 09:47:02,4500,273.3,1229850.0
BUY,ORD20250703201044851896_8482,ACC093,SCB,2025-06-12 09:51:44,4600,124.41,572286.0
BUY,ORD20250703201044852896_6329,ACC137,ADVANC,2025-06-12 09:53:27,3000,209.98,629940.0
BUY,ORD20250703201044852173_8524,ACC037,ADVANC,2025-06-12 09:54:02,3100,211.38,655278.0
SELL,ORD20250703201044852362_4803,ACC008,KTC,2025-06-12 09:56:34,400,47.62,19048.0
BUY,ORD20250703201044852101_6196,ACC106,AOT,2025-06-12 09:58:33,9500,63.55,603725.0
BUY,ORD20250703201044852403_9191,ACC169,PTT,2025-06-12 09:58:38,700,34.34,24038.0
BUY,ORD20250703201044852424_3276,ACC059,TOP,2025-06-12 09:59:03,8900,52.71,469119.0
BUY,ORD20250703201044852116_1325,ACC074,PTT,2025-06-12 09:59:14,7900,37.25,294275.0
SELL,ORD20250703201044852366_3797,ACC008,CRC,2025-06-12 10:02:14,1500,37.65,56475.0
SELL,ORD20250703201044851650_7538,ACC185,TISCO,2025-06-12 10:04:19,200,95.24,19048.0
BUY,ORD20250703201044852328_8407,ACC038,SCB,2025-06-12 10:05:06,5700,127.76,728232.0
BUY,ORD20250703201044852935_8928,ACC164,PTT,2025-06-12 10:06:06,500,32.47,16235.0
