type_of_order,order_no,account_no,sec_symbol,trading_datetime,trading_unit,trading_price,trading_amt
BUY,ORD0001486,ACC090,ADVANC,2025-06-14 23:10:21.603794,9200,206.77,1902284.0
BUY,ORD0001487,ACC178,ADVANC,2025-06-14 18:54:10.603794,4600,221.33,1018118.0
BUY,ORD0001488,ACC011,AOT,2025-06-14 21:01:23.603794,9500,71.48,679060.0
BUY,ORD0001489,ACC057,BDMS,2025-06-14 23:10:00.603794,9100,28.43,258713.0
BUY,ORD0001490,ACC032,SCC,2025-06-14 21:10:24.603794,400,338.9,135560.0
BUY,ORD0001491,ACC069,AOT,2025-06-14 19:39:27.603794,4300,55.05,236715.0
BUY,ORD0001492,ACC030,KBANK,2025-06-14 15:51:58.603794,6700,134.86,903562.0
SELL,ORD0001493,ACC079,CPALL,2025-06-14 15:38:22.603794,2500,51.43,128575.0
BUY,ORD0001494,ACC013,PTTEP,2025-06-14 15:28:45.603794,6500,159.92,1039480.0
BUY,ORD0001495,ACC015,CPALL,2025-06-14 18:24:27.603794,1400,69.16,96824.0
SELL,ORD0001496,ACC150,KBANK,2025-06-14 19:28:33.603794,3100,127.83,396273.0
BUY,ORD0001497,ACC007,KBANK,2025-06-14 22:41:09.603794,4800,128.0,614400.0
BUY,ORD0001498,ACC128,AOT,2025-06-14 22:55:36.603794,4700,67.02,314994.0
BUY,ORD0001499,ACC138,TRUE,2025-06-14 20:43:08.603794,200,7.38,1476.0
BUY,ORD0001500,ACC173,BDMS,2025-06-14 17:32:55.603794,9800,24.01,235298.0
BUY,ORD0001501,ACC064,PTTEP,2025-06-14 21:31:28.603794,7000,124.71,872970.0
BUY,ORD0001502,ACC170,SCB,2025-06-14 20:09:19.603794,9100,107.39,977249.0
SELL,ORD0001503,ACC190,GULF,2025-06-14 21:36:48.603794,8200,40.78,334396.0
BUY,ORD0001504,ACC043,CPALL,2025-06-14 20:38:56.603794,5600,66.63,373128.0
BUY,ORD0001505,ACC122,TRUE,2025-06-14 21:55:26.603794,4400,7.28,32032.0
BUY,ORD0001506,ACC089,GULF,2025-06-14 18:35:21.603794,6300,42.41,267183.0
BUY,ORD0001507,ACC080,AOT,2025-06-14 16:38:17.603794,7100,74.89,531719.0
BUY,ORD0001508,ACC099,ADVANC,2025-06-14 17:42:40.603794,5600,183.42,1027152.0
BUY,ORD0001509,ACC072,TRUE,2025-06-14 21:04:52.603794,2900,6.37,18473.0
SELL,ORD0001510,ACC008,AOT,2025-06-14 17:16:25.603794,7000,58.87,412090.0
BUY,ORD0001511,ACC120,AOT,2025-06-14 16:03:14.603794,4900,77.53,379897.0
BUY,ORD0001512,ACC199,BDMS,2025-06-14 21:55:05.603794,9900,25.01,247599.0
BUY,ORD0001513,ACC074,KBANK,2025-06-14 18:25:49.603794,4400,143.31,630564.0
SELL,ORD0001514,ACC044,SCC,2025-06-14 16:27:50.603794,5000,291.07,1455350.0
BUY,ORD0001515,ACC160,CPALL,2025-06-14 22:56:35.603794,8400,60.7,509880.0
BUY,ORD0001516,ACC167,TRUE,2025-06-14 16:20:23.603794,9400,5.99,56306.0
BUY,ORD0001517,ACC152,AOT,2025-06-14 17:08:31.603794,2000,73.18,146360.0
BUY,ORD0001518,ACC047,AOT,2025-06-14 23:13:53.603794,3900,61.85,241215.0
BUY,ORD0001519,ACC047,ADVANC,2025-06-14 21:50:57.603794,3400,234.69,797946.0
BUY,ORD0001520,ACC191,SCB,2025-06-14 17:51:48.603794,8800,119.5,1051600.0
BUY,ORD0001521,ACC054,KBANK,2025-06-14 16:49:04.603794,1500,132.58,198870.0
BUY,ORD0001522,ACC105,PTTEP,2025-06-14 22:07:00.603794,3800,159.74,607012.0
BUY,ORD0001523,ACC075,PTTEP,2025-06-14 19:22:08.603794,7100,140.0,994000.0
BUY,ORD0001524,ACC004,GULF,2025-06-14 17:40:39.603794,6900,36.25,250125.0
BUY,ORD0001525,ACC110,BDMS,2025-06-14 16:24:14.603794,6700,29.97,200799.0
BUY,ORD0001526,ACC099,SCC,2025-06-14 22:02:08.603794,3000,329.4,988200.0
BUY,ORD0001527,ACC171,SCB,2025-06-14 20:12:40.603794,7600,119.04,904704.0
BUY,ORD0001528,ACC159,CPALL,2025-06-14 16:42:41.603794,6400,64.88,415232.0
BUY,ORD0001529,ACC137,GULF,2025-06-14 18:46:04.603794,4200,42.55,178710.0
BUY,ORD0001530,ACC096,GULF,2025-06-14 16:47:24.603794,7700,39.77,306229.0
BUY,ORD0001531,ACC113,TRUE,2025-06-14 16:12:49.603794,5400,5.77,31158.0
BUY,ORD0001532,ACC074,SCB,2025-06-14 18:01:19.603794,1300,97.25,126425.0
BUY,ORD0001533,ACC035,SCC,2025-06-14 16:58:45.603794,5800,321.81,1866498.0
BUY,ORD0001534,ACC008,TRUE,2025-06-14 17:02:52.603794,7100,7.26,51546.0
BUY,ORD0001535,ACC190,KBANK,2025-06-14 18:01:09.603794,8000,146.73,1173840.0
BUY,ORD0001536,ACC104,CPALL,2025-06-14 19:03:48.603794,8700,59.14,514518.0
BUY,ORD0001537,ACC027,AOT,2025-06-14 21:13:30.603794,9800,78.72,771456.0
SELL,ORD0001538,ACC021,PTTEP,2025-06-14 18:23:03.603794,7800,147.67,1151826.0
BUY,ORD0001539,ACC175,GULF,2025-06-14 17:09:56.603794,2000,36.56,73120.0
BUY,ORD0001540,ACC076,BDMS,2025-06-14 18:23:32.603794,7100,22.13,157123.0
BUY,ORD0001541,ACC163,GULF,2025-06-14 21:49:30.603794,3800,36.12,137256.0
BUY,ORD0001542,ACC062,GULF,2025-06-14 20:57:18.603794,2300,37.94,87262.0
SELL,ORD0001543,ACC128,AOT,2025-06-14 19:20:29.603794,2000,69.97,139940.0
BUY,ORD0001544,ACC181,SCC,2025-06-14 20:24:27.603794,7000,262.92,1840440.0
BUY,ORD0001545,ACC069,GULF,2025-06-14 22:31:46.603794,5200,43.4,225680.0
SELL,ORD0001546,ACC106,BDMS,2025-06-14 16:50:16.603794,5100,24.73,126123.0
BUY,ORD0001547,ACC176,CPALL,2025-06-14 19:58:35.603794,5100,59.42,303042.0
BUY,ORD0001548,ACC131,SCB,2025-06-14 19:21:01.603794,800,92.85,74280.0
BUY,ORD0001549,ACC138,BDMS,2025-06-14 22:28:11.603794,3500,24.87,87045.0
BUY,ORD0001550,ACC178,AOT,2025-06-14 18:51:05.603794,3700,61.34,226958.0
BUY,ORD0001551,ACC173,SCC,2025-06-14 20:25:16.603794,9600,332.45,3191520.0
BUY,ORD0001552,ACC002,SCB,2025-06-14 20:08:07.603794,9200,105.73,972716.0
BUY,ORD0001553,ACC069,PTTEP,2025-06-14 22:32:29.603794,6100,130.53,796233.0
BUY,ORD0001554,ACC113,SCC,2025-06-14 22:42:01.603794,7800,284.88,2222064.0
SELL,ORD0001555,ACC082,GULF,2025-06-14 19:21:47.603794,3100,41.73,129363.0
BUY,ORD0001556,ACC182,BDMS,2025-06-14 22:40:47.603794,8800,25.51,224488.0
BUY,ORD0001557,ACC026,AOT,2025-06-14 23:15:23.603794,4900,51.11,250439.0
BUY,ORD0001558,ACC094,TRUE,2025-06-14 22:14:04.603794,1800,5.47,9846.0
BUY,ORD0001559,ACC094,PTTEP,2025-06-14 18:25:24.603794,7500,146.76,1100700.0
BUY,ORD0001560,ACC027,CPALL,2025-06-14 19:11:51.603794,8800,66.08,581504.0
BUY,ORD0001561,ACC179,AOT,2025-06-14 16:18:00.603794,7400,78.45,580530.0
BUY,ORD0001562,ACC014,SCB,2025-06-14 21:10:47.603794,1500,90.29,135435.0
SELL,ORD0001563,ACC191,BDMS,2025-06-14 22:16:25.603794,4100,23.71,97211.0
BUY,ORD0001564,ACC163,TRUE,2025-06-14 20:09:49.603794,2100,6.62,13902.0
SELL,ORD0001565,ACC027,SCB,2025-06-14 20:55:18.603794,2300,112.76,259348.0
BUY,ORD0001566,ACC168,TRUE,2025-06-14 20:12:05.603794,1500,6.47,9705.0
BUY,ORD0001567,ACC173,ADVANC,2025-06-14 20:23:24.603794,1700,230.91,392547.0
BUY,ORD0001568,ACC144,CPALL,2025-06-14 20:25:36.603794,5000,51.26,256300.0
BUY,ORD0001569,ACC084,BDMS,2025-06-14 20:17:05.603794,5900,21.57,127263.0
BUY,ORD0001570,ACC073,ADVANC,2025-06-14 20:29:47.603794,9400,184.86,1737684.0
BUY,ORD0001571,ACC093,CPALL,2025-06-14 18:48:29.603794,2900,50.4,146160.0
BUY,ORD0001572,ACC065,GULF,2025-06-14 21:47:46.603794,5700,48.93,278901.0
BUY,ORD0001573,ACC133,BDMS,2025-06-14 15:32:47.603794,8000,21.06,168480.0
BUY,ORD0001574,ACC004,BDMS,2025-06-14 16:38:20.603794,700,21.93,15351.0
BUY,ORD0001575,ACC191,SCC,2025-06-14 16:00:06.603794,4000,331.63,1326520.0
BUY,ORD0001576,ACC030,CPALL,2025-06-14 18:15:18.603794,2700,55.26,149202.0
BUY,ORD0001577,ACC089,SCC,2025-06-14 15:57:29.603794,600,289.29,173574.0
BUY,ORD0001578,ACC047,BDMS,2025-06-14 15:56:14.603794,8900,24.48,217872.0
BUY,ORD0001579,ACC179,CPALL,2025-06-14 19:31:58.603794,3200,54.16,173312.0
BUY,ORD0001580,ACC061,KBANK,2025-06-14 17:29:38.603794,2400,130.33,312792.0
BUY,ORD0001581,ACC025,SCB,2025-06-14 21:20:16.603794,5900,91.95,542505.0
BUY,ORD0001582,ACC029,SCC,2025-06-14 16:10:55.603794,5200,323.76,1683552.0
SELL,ORD0001583,ACC161,PTTEP,2025-06-14 21:45:46.603794,1200,136.85,164220.0
BUY,ORD0001584,ACC196,ADVANC,2025-06-14 19:40:31.603794,300,232.8,69840.0
BUY,ORD0001585,ACC108,KBANK,2025-06-14 18:54:18.603794,9100,141.59,1288469.0
BUY,ORD0001586,ACC145,BDMS,2025-06-14 20:53:38.603794,9200,23.73,218316.0
BUY,ORD0001587,ACC191,GULF,2025-06-14 18:30:14.603794,5500,42.19,232045.0
BUY,ORD0001588,ACC164,ADVANC,2025-06-14 17:15:02.603794,4700,186.96,878712.0
BUY,ORD0001589,ACC176,BDMS,2025-06-14 16:32:35.603794,5500,23.15,127325.0
BUY,ORD0001590,ACC031,TRUE,2025-06-14 17:48:05.603794,7400,5.18,38332.0
BUY,ORD0001591,ACC156,AOT,2025-06-14 17:56:58.603794,6800,74.95,509660.0
BUY,ORD0001592,ACC160,ADVANC,2025-06-14 17:20:50.603794,8300,220.7,1831810.0
BUY,ORD0001593,ACC075,PTTEP,2025-06-14 21:10:54.603794,7700,145.85,1123045.0
BUY,ORD0001594,ACC104,SCC,2025-06-14 16:34:57.603794,3600,324.81,1169316.0
BUY,ORD0001595,ACC188,SCC,2025-06-14 16:25:44.603794,9700,287.17,2785549.0
BUY,ORD0001596,ACC071,SCB,2025-06-14 19:50:53.603794,4700,101.46,476862.0
BUY,ORD0001597,ACC181,GULF,2025-06-14 15:36:36.603794,4200,36.17,151914.0
BUY,ORD0001598,ACC072,TRUE,2025-06-14 21:41:27.603794,8300,7.17,59511.0
BUY,ORD0001599,ACC076,CPALL,2025-06-14 17:25:32.603794,8900,55.4,493060.0
BUY,ORD0001600,ACC063,BDMS,2025-06-14 17:27:22.603794,5700,21.62,123234.0
SELL,ORD0001601,ACC004,ADVANC,2025-06-14 23:09:37.603794,1700,187.39,318563.0
BUY,ORD0001602,ACC181,KBANK,2025-06-14 19:08:50.603794,3100,139.59,432729.0
BUY,ORD0001603,ACC001,KBANK,2025-06-14 17:29:42.603794,1600,144.54,231264.0
BUY,ORD0001604,ACC053,SCB,2025-06-14 19:30:29.603794,9800,113.61,1113378.0
BUY,ORD0001605,ACC182,GULF,2025-06-14 17:25:24.603794,6200,47.26,293012.0
BUY,ORD0001606,ACC037,SCB,2025-06-14 22:46:25.603794,3000,102.56,307680.0
BUY,ORD0001607,ACC120,SCC,2025-06-14 23:01:21.603794,3900,308.19,1201941.0
BUY,ORD0001608,ACC077,SCB,2025-06-14 19:13:55.603794,7800,91.46,713388.0
BUY,ORD0001609,ACC103,CPALL,2025-06-14 22:03:06.603794,8100,64.86,525366.0
BUY,ORD0001610,ACC152,TRUE,2025-06-14 15:40:30.603794,1300,5.62,7306.0
BUY,ORD0001611,ACC093,BDMS,2025-06-14 20:30:26.603794,7200,26.82,193104.0
BUY,ORD0001612,ACC142,AOT,2025-06-14 18:48:44.603794,7500,66.24,496800.0
BUY,ORD0001613,ACC105,AOT,2025-06-14 22:01:06.603794,900,73.32,65988.0
BUY,ORD0001614,ACC117,PTTEP,2025-06-14 17:51:47.603794,3300,158.4,522720.0
BUY,ORD0001615,ACC156,CPALL,2025-06-14 18:58:01.603794,1400,58.64,82096.0
BUY,ORD0001616,ACC154,GULF,2025-06-14 18:00:27.603794,2900,38.78,112462.0
BUY,ORD0001617,ACC069,TRUE,2025-06-14 20:07:52.603794,4600,5.68,26128.0
BUY,ORD0001618,ACC086,SCC,2025-06-14 16:41:34.603794,1500,323.46,485190.0
BUY,ORD0001619,ACC179,SCB,2025-06-14 20:24:07.603794,1600,100.58,160928.0
BUY,ORD0001620,ACC076,ADVANC,2025-06-14 19:56:25.603794,6000,207.92,1247520.0
BUY,ORD0001621,ACC187,SCC,2025-06-14 16:37:34.603794,4700,261.75,1230225.0
BUY,ORD0001622,ACC099,KBANK,2025-06-14 18:28:07.603794,3300,136.32,449856.0
SELL,ORD0001623,ACC159,KBANK,2025-06-14 22:08:49.603794,2300,123.86,284878.0
BUY,ORD0001624,ACC157,SCC,2025-06-14 17:23:28.603794,2300,322.48,741704.0
BUY,ORD0001625,ACC035,PTTEP,2025-06-14 19:07:26.603794,300,156.41,46923.0
BUY,ORD0001626,ACC006,SCB,2025-06-14 19:41:15.603794,5300,108.67,575951.0
BUY,ORD0001627,ACC129,TRUE,2025-06-14 16:17:08.603794,6900,6.7,46230.0
BUY,ORD0001628,ACC084,KBANK,2025-06-14 22:56:26.603794,2300,137.24,315652.0
BUY,ORD0001629,ACC161,AOT,2025-06-14 23:17:42.603794,2400,74.38,178512.0
BUY,ORD0001630,ACC192,TRUE,2025-06-14 15:20:36.603794,500,6.62,3310.0
SELL,ORD0001631,ACC067,TRUE,2025-06-14 19:18:08.603794,3800,5.26,19988.0
SELL,ORD0001632,ACC191,SCC,2025-06-14 17:19:40.603794,6800,269.11,1829948.0
BUY,ORD0001633,ACC128,ADVANC,2025-06-15 17:07:29.603794,900,216.96,195264.0
BUY,ORD0001634,ACC184,KBANK,2025-06-15 21:46:51.603794,300,126.5,37950.0
BUY,ORD0001635,ACC032,SCC,2025-06-15 20:48:45.603794,2800,334.87,937636.0
BUY,ORD0001636,ACC031,CPALL,2025-06-15 21:12:06.603794,8400,62.89,528276.0
BUY,ORD0001637,ACC146,SCC,2025-06-15 18:26:41.603794,6200,340.06,2108372.0
SELL,ORD0001638,ACC061,SCB,2025-06-15 17:27:16.603794,3200,110.35,353120.0
BUY,ORD0001639,ACC030,ADVANC,2025-06-15 19:29:28.603794,1700,217.54,369818.0
BUY,ORD0001640,ACC138,SCC,2025-06-15 19:42:08.603794,900,262.62,236358.0
BUY,ORD0001641,ACC180,GULF,2025-06-15 19:58:53.603794,700,42.1,29470.0
BUY,ORD0001642,ACC165,PTTEP,2025-06-15 19:14:54.603794,4600,152.88,703248.0
BUY,ORD0001643,ACC057,GULF,2025-06-15 15:30:07.603794,4000,38.04,152160.0
BUY,ORD0001644,ACC115,PTTEP,2025-06-15 19:29:17.603794,5000,148.17,740850.0
BUY,ORD0001645,ACC011,CPALL,2025-06-15 15:52:53.603794,1800,68.01,122418.0
BUY,ORD0001646,ACC112,GULF,2025-06-15 17:31:24.603794,9300,42.4,394320.0
SELL,ORD0001647,ACC034,AOT,2025-06-15 18:29:32.603794,6000,69.37,416220.0
BUY,ORD0001648,ACC095,AOT,2025-06-15 20:27:51.603794,1100,79.31,87241.0
BUY,ORD0001649,ACC109,TRUE,2025-06-15 19:02:21.603794,2400,5.33,12792.0
BUY,ORD0001650,ACC167,SCB,2025-06-15 18:47:19.603794,6000,109.54,657240.0
BUY,ORD0001651,ACC198,TRUE,2025-06-15 21:48:36.603794,9600,7.65,73440.0
BUY,ORD0001652,ACC016,GULF,2025-06-15 22:20:13.603794,6000,43.88,263280.0
BUY,ORD0001653,ACC089,TRUE,2025-06-15 16:50:09.603794,6300,7.0,44100.0
SELL,ORD0001654,ACC119,PTTEP,2025-06-15 17:16:09.603794,2300,136.86,314778.0
BUY,ORD0001655,ACC176,GULF,2025-06-15 16:19:43.603794,9600,49.99,479904.0
BUY,ORD0001656,ACC135,KBANK,2025-06-15 21:04:12.603794,5700,138.5,789450.0
BUY,ORD0001657,ACC063,KBANK,2025-06-15 15:40:15.603794,1300,145.78,189514.0
BUY,ORD0001658,ACC121,SCB,2025-06-15 21:21:05.603794,2900,117.47,340663.0
SELL,ORD0001659,ACC181,SCB,2025-06-15 22:11:54.603794,300,101.44,30432.0
BUY,ORD0001660,ACC134,CPALL,2025-06-15 20:35:49.603794,6700,61.68,413256.0
SELL,ORD0001661,ACC059,AOT,2025-06-15 23:17:07.603794,1700,72.29,122893.0
BUY,ORD0001662,ACC119,KBANK,2025-06-15 17:38:56.603794,8800,135.19,1189672.0
SELL,ORD0001663,ACC178,PTTEP,2025-06-15 20:14:47.603794,200,131.39,26278.0
BUY,ORD0001664,ACC080,AOT,2025-06-15 16:23:15.603794,9000,51.93,467370.0
BUY,ORD0001665,ACC002,PTTEP,2025-06-15 21:23:27.603794,3200,156.74,501568.0
BUY,ORD0001666,ACC196,BDMS,2025-06-15 19:51:21.603794,8800,21.5,189200.0
BUY,ORD0001667,ACC160,AOT,2025-06-15 20:41:31.603794,8000,76.29,610320.0
BUY,ORD0001668,ACC047,SCB,2025-06-15 17:16:22.603794,5100,96.33,491283.0
BUY,ORD0001669,ACC075,KBANK,2025-06-15 21:20:52.603794,3900,146.62,571818.0
BUY,ORD0001670,ACC090,GULF,2025-06-15 20:08:36.603794,6000,42.7,256200.0
BUY,ORD0001671,ACC034,SCC,2025-06-15 18:27:27.603794,4400,314.61,1384284.0
BUY,ORD0001672,ACC138,AOT,2025-06-15 22:55:43.603794,8600,74.26,638636.0
SELL,ORD0001673,ACC015,SCB,2025-06-15 22:22:03.603794,6800,117.39,798252.0
BUY,ORD0001674,ACC067,AOT,2025-06-15 19:35:57.603794,7500,54.9,411750.0
BUY,ORD0001675,ACC180,SCB,2025-06-15 22:29:31.603794,7700,98.13,755601.0
BUY,ORD0001676,ACC074,CPALL,2025-06-15 22:02:37.603794,9500,61.19,581305.0
BUY,ORD0001677,ACC153,ADVANC,2025-06-15 17:15:28.603794,5000,209.38,1046900.0
SELL,ORD0001678,ACC192,KBANK,2025-06-15 16:17:07.603794,300,129.26,38778.0
BUY,ORD0001679,ACC095,BDMS,2025-06-15 19:57:04.603794,5800,29.32,170056.0
BUY,ORD0001680,ACC022,TRUE,2025-06-15 17:51:08.603794,9400,6.19,58186.0
BUY,ORD0001681,ACC123,SCB,2025-06-15 16:06:27.603794,5400,98.85,533790.0
BUY,ORD0001682,ACC130,KBANK,2025-06-15 19:50:58.603794,300,145.87,43761.0
BUY,ORD0001683,ACC130,PTTEP,2025-06-15 23:15:31.603794,8300,130.1,1079830.0
SELL,ORD0001684,ACC084,SCB,2025-06-15 23:04:56.603794,7600,114.37,869212.0
BUY,ORD0001685,ACC100,KBANK,2025-06-15 18:57:30.603794,5000,122.35,611750.0
BUY,ORD0001686,ACC179,KBANK,2025-06-15 19:20:56.603794,900,140.55,126495.0
BUY,ORD0001687,ACC056,SCB,2025-06-15 20:04:57.603794,8800,113.85,1001880.0
BUY,ORD0001688,ACC172,SCB,2025-06-15 19:14:27.603794,3600,113.71,409356.0
BUY,ORD0001689,ACC122,SCB,2025-06-15 17:18:23.603794,4900,92.8,454720.0
BUY,ORD0001690,ACC112,PTTEP,2025-06-15 18:29:08.603794,2600,124.53,323778.0
SELL,ORD0001691,ACC083,BDMS,2025-06-15 15:48:08.603794,200,21.74,4348.0
BUY,ORD0001692,ACC055,GULF,2025-06-15 21:56:04.603794,9500,43.63,414485.0
BUY,ORD0001693,ACC200,AOT,2025-06-15 18:57:41.603794,1800,68.06,122508.0
BUY,ORD0001694,ACC094,CPALL,2025-06-15 19:42:18.603794,5700,60.51,344907.0
BUY,ORD0001695,ACC085,KBANK,2025-06-15 20:51:33.603794,4000,147.94,591760.0
BUY,ORD0001696,ACC068,PTTEP,2025-06-15 21:44:22.603794,6200,146.8,910160.0
BUY,ORD0001697,ACC040,SCB,2025-06-15 21:35:42.603794,5500,112.3,617650.0
BUY,ORD0001698,ACC068,AOT,2025-06-15 18:35:31.603794,2500,50.69,126725.0
BUY,ORD0001699,ACC189,GULF,2025-06-15 17:06:29.603794,7300,41.65,304045.0
BUY,ORD0001700,ACC132,GULF,2025-06-15 22:05:16.603794,8800,38.95,342760.0
BUY,ORD0001701,ACC148,KBANK,2025-06-15 23:04:16.603794,8400,135.52,1138368.0
BUY,ORD0001702,ACC086,CPALL,2025-06-15 17:57:08.603794,7200,69.37,499464.0
BUY,ORD0001703,ACC044,GULF,2025-06-15 20:41:39.603794,3600,42.75,153900.0
BUY,ORD0001704,ACC060,ADVANC,2025-06-15 15:23:12.603794,1800,208.4,375120.0
BUY,ORD0001705,ACC145,AOT,2025-06-15 22:21:05.603794,2100,65.04,136584.0
BUY,ORD0001706,ACC146,KBANK,2025-06-15 21:16:40.603794,4400,131.91,580404.0
BUY,ORD0001707,ACC121,SCC,2025-06-15 22:42:41.603794,4000,284.28,1137120.0
BUY,ORD0001708,ACC115,ADVANC,2025-06-15 20:08:32.603794,4300,215.32,925876.0
SELL,ORD0001709,ACC091,SCC,2025-06-15 16:30:42.603794,200,257.52,51504.0
BUY,ORD0001710,ACC015,AOT,2025-06-15 17:05:00.603794,2900,63.75,184875.0
BUY,ORD0001711,ACC080,GULF,2025-06-15 22:56:00.603794,5500,43.05,236775.0
BUY,ORD0001712,ACC011,PTTEP,2025-06-15 15:29:14.603794,6500,147.46,958490.0
BUY,ORD0001713,ACC119,PTTEP,2025-06-15 20:17:25.603794,5300,156.55,829715.0
SELL,ORD0001714,ACC168,PTTEP,2025-06-15 21:59:21.603794,8000,155.38,1243040.0
BUY,ORD0001715,ACC006,KBANK,2025-06-15 19:35:49.603794,8000,128.74,1029920.0
BUY,ORD0001716,ACC190,BDMS,2025-06-15 15:55:39.603794,5300,25.9,137270.0
BUY,ORD0001717,ACC119,SCC,2025-06-15 19:05:11.603794,900,299.07,269163.0
BUY,ORD0001718,ACC129,TRUE,2025-06-15 15:43:18.603794,9500,7.38,70110.0
SELL,ORD0001719,ACC119,TRUE,2025-06-16 17:18:20.603794,2800,7.08,19824.0
BUY,ORD0001720,ACC161,GULF,2025-06-16 16:06:53.603794,7700,42.79,329483.0
BUY,ORD0001721,ACC011,CPALL,2025-06-16 17:24:23.603794,2300,67.69,155687.0
BUY,ORD0001722,ACC183,SCC,2025-06-16 21:02:23.603794,7800,286.25,2232750.0
BUY,ORD0001723,ACC100,TRUE,2025-06-16 21:43:58.603794,1400,5.37,7518.0
BUY,ORD0001724,ACC090,BDMS,2025-06-16 20:57:52.603794,7500,25.36,190200.0
BUY,ORD0001725,ACC089,ADVANC,2025-06-16 18:21:25.603794,4500,247.05,1111725.0
BUY,ORD0001726,ACC115,AOT,2025-06-16 20:09:41.603794,5000,79.51,397550.0
BUY,ORD0001727,ACC100,BDMS,2025-06-16 20:23:18.603794,4100,29.4,120540.0
BUY,ORD0001728,ACC171,AOT,2025-06-16 16:08:53.603794,4300,51.26,220418.0
BUY,ORD0001729,ACC178,BDMS,2025-06-16 20:05:11.603794,7500,28.34,212550.0
BUY,ORD0001730,ACC093,TRUE,2025-06-16 17:54:13.603794,5000,5.1,25500.0
BUY,ORD0001731,ACC120,PTTEP,2025-06-16 15:58:04.603794,8600,143.17,1231262.0
BUY,ORD0001732,ACC041,SCB,2025-06-16 15:59:11.603794,6700,116.33,779411.0
SELL,ORD0001733,ACC048,TRUE,2025-06-16 16:29:49.603794,3600,6.5,23400.0
BUY,ORD0001734,ACC021,SCC,2025-06-16 17:06:38.603794,7300,315.1,2300230.0
SELL,ORD0001735,ACC064,CPALL,2025-06-16 19:56:39.603794,5800,68.42,396836.0
BUY,ORD0001736,ACC067,BDMS,2025-06-16 20:00:15.603794,8600,24.57,211302.0
SELL,ORD0001737,ACC133,ADVANC,2025-06-16 16:06:15.603794,3400,242.55,824670.0
BUY,ORD0001738,ACC001,TRUE,2025-06-16 18:56:21.603794,2900,5.9,17110.0
BUY,ORD0001739,ACC171,BDMS,2025-06-16 21:19:08.603794,8200,24.68,202376.0
BUY,ORD0001740,ACC061,CPALL,2025-06-16 18:58:46.603794,3200,62.16,198912.0
BUY,ORD0001741,ACC014,CPALL,2025-06-16 21:27:56.603794,2800,68.26,191128.0
BUY,ORD0001742,ACC167,SCC,2025-06-16 21:11:26.603794,4800,337.02,1617696.0
SELL,ORD0001743,ACC012,ADVANC,2025-06-16 17:46:41.603794,4500,211.72,952740.0
BUY,ORD0001744,ACC182,PTTEP,2025-06-16 18:56:40.603794,3100,150.69,467139.0
BUY,ORD0001745,ACC197,ADVANC,2025-06-16 22:10:53.603794,2800,203.26,569128.0
BUY,ORD0001746,ACC056,GULF,2025-06-16 15:52:30.603794,6800,42.61,289748.0
BUY,ORD0001747,ACC038,TRUE,2025-06-16 20:14:03.603794,9300,7.0,65100.0
BUY,ORD0001748,ACC008,SCC,2025-06-16 22:37:28.603794,9000,326.97,2942730.0
BUY,ORD0001749,ACC121,ADVANC,2025-06-16 16:11:38.603794,3700,210.82,780034.0
BUY,ORD0001750,ACC104,ADVANC,2025-06-16 15:50:09.603794,7600,222.39,1690164.0
BUY,ORD0001751,ACC195,PTTEP,2025-06-16 19:28:27.603794,4700,154.09,724223.0
BUY,ORD0001752,ACC026,ADVANC,2025-06-16 18:33:57.603794,8200,187.87,1540534.0
BUY,ORD0001753,ACC079,SCC,2025-06-16 21:06:56.603794,2400,283.53,680472.0
SELL,ORD0001754,ACC012,BDMS,2025-06-16 18:58:47.603794,400,29.58,11832.0
BUY,ORD0001755,ACC112,TRUE,2025-06-16 18:01:23.603794,3700,5.2,19240.0
SELL,ORD0001756,ACC075,TRUE,2025-06-16 18:31:43.603794,400,5.68,2272.0
BUY,ORD0001757,ACC117,BDMS,2025-06-16 20:30:37.603794,7800,22.47,175266.0
BUY,ORD0001758,ACC103,GULF,2025-06-16 23:05:31.603794,2200,43.8,96360.0
BUY,ORD0001759,ACC080,PTTEP,2025-06-16 17:47:00.603794,6100,134.14,818254.0
BUY,ORD0001760,ACC107,SCC,2025-06-16 20:39:55.603794,6900,320.82,2213658.0
BUY,ORD0001761,ACC116,AOT,2025-06-16 20:17:41.603794,5900,65.14,384326.0
BUY,ORD0001762,ACC092,SCC,2025-06-16 19:17:00.603794,6300,341.71,2152773.0
BUY,ORD0001763,ACC056,ADVANC,2025-06-16 17:35:08.603794,8900,217.27,1933703.0
SELL,ORD0001764,ACC009,TRUE,2025-06-16 20:01:28.603794,5400,7.33,39582.0
SELL,ORD0001765,ACC109,ADVANC,2025-06-16 16:13:01.603794,6200,196.1,1215820.0
SELL,ORD0001766,ACC052,PTTEP,2025-06-16 16:21:00.603794,5200,154.29,802308.0
BUY,ORD0001767,ACC198,SCB,2025-06-16 23:14:40.603794,7900,103.57,818203.0
BUY,ORD0001768,ACC120,GULF,2025-06-16 15:46:12.603794,8300,40.39,335237.0
BUY,ORD0001769,ACC155,GULF,2025-06-16 20:51:08.603794,3700,38.74,143338.0
BUY,ORD0001770,ACC152,SCB,2025-06-16 21:17:45.603794,3200,107.64,344448.0
